# Time-averaged data for fix boxVol
# TimeStep v_boxVol
17040 288658
17050 288685
17060 288745
17070 288798
17080 288855
17090 288961
17100 289037
17110 289079
17120 289193
17130 289227
17140 289225
17150 289254
17160 289415
17170 289576
17180 289570
17190 289463
17200 289588
17210 289615
17220 289607
17230 289620
17240 289700
17250 289678
17260 289677
17270 289591
17280 289503
17290 289541
17300 289548
17310 289431
17320 289382
17330 289324
17340 289350
17350 289365
17360 289348
17370 289436
17380 289430
17390 289297
17400 289254
17410 289207
17420 289166
17430 289179
17440 289210
17450 289282
17460 289171
17470 289113
17480 289051
17490 289089
17500 289183
17510 289259
17520 289213
17530 289184
17540 289248
17550 289200
17560 289109
17570 288976
17580 288861
17590 288690
17600 288723
17610 288790
17620 288799
17630 288744
17640 288721
17650 288734
17660 288821
17670 288828
17680 288687
17690 288615
17700 288739
17710 288838
17720 288773
17730 288722
17740 288763
17750 288868
17760 288934
17770 289049
17780 289150
17790 289291
17800 289461
17810 289540
17820 289568
17830 289713
17840 289790
17850 289688
17860 289584
17870 289397
17880 289253
17890 289208
17900 289138
17910 289005
17920 288915
17930 288832
17940 288750
17950 288626
17960 288522
17970 288528
17980 288640
17990 288733
18000 288793
18010 288699
18020 288641
18030 288651
18040 288621
18050 288658
18060 288768
18070 288894
18080 288937
18090 288909
18100 289001
18110 289091
18120 289304
18130 289378
18140 289471
18150 289455
18160 289436
18170 289533
18180 289653
18190 289684
18200 289864
18210 289922
18220 289931
18230 289927
18240 289956
18250 290022
18260 290006
18270 289998
18280 290056
18290 290075
18300 290013
18310 289891
18320 289893
18330 289776
18340 289678
18350 289492
18360 289339
18370 289366
18380 289424
18390 289559
18400 289643
18410 289631
18420 289525
18430 289450
18440 289418
18450 289570
18460 289666
18470 289672
18480 289628
18490 289719
18500 289833
18510 289932
18520 289937
18530 289901
18540 289888
18550 289851
18560 289784
18570 289749
18580 289758
18590 289737
18600 289657
18610 289582
18620 289609
18630 289712
18640 289684
18650 289676
18660 289800
18670 289798
18680 289732
18690 289604
18700 289653
18710 289760
18720 289730
18730 289647
18740 289669
18750 289722
18760 289759
18770 289765
18780 289812
18790 289933
18800 289827
18810 289731
18820 289742
18830 289818
18840 289804
18850 289757
18860 289759
18870 289683
18880 289696
18890 289707
18900 289642
18910 289403
18920 289326
18930 289272
18940 289151
18950 289103
18960 289086
18970 289031
18980 289052
18990 288977
19000 288878
19010 288943
19020 288997
19030 288972
19040 288968
19050 288976
19060 288898
19070 288846
19080 288811
19090 288755
19100 288680
19110 288667
19120 288673
19130 288672
19140 288677
19150 288777
19160 288863
19170 288899
19180 288938
19190 289034
19200 289100
19210 289164
19220 289128
19230 289140
19240 289108
19250 289106
19260 289073
19270 289128
19280 289181
19290 289188
19300 289294
19310 289318
19320 289445
19330 289532
19340 289634
19350 289685
19360 289732
19370 289775
19380 289714
19390 289608
19400 289442
19410 289363
19420 289384
19430 289313
19440 289227
19450 289096
19460 288976
19470 289019
19480 289022
19490 289019
19500 288957
19510 288894
19520 288830
19530 288746
19540 288666
19550 288665
19560 288595
19570 288559
19580 288496
19590 288515
19600 288498
19610 288443
19620 288486
19630 288585
19640 288498
19650 288377
19660 288351
19670 288476
19680 288610
19690 288651
19700 288717
19710 288811
19720 288875
19730 288830
19740 288780
19750 288948
19760 288860
19770 288774
19780 288682
19790 288576
19800 288519
19810 288528
19820 288462
19830 288437
19840 288520
19850 288465
19860 288272
19870 288148
19880 288165
19890 288095
19900 288014
19910 288028
19920 287965
19930 287915
19940 287965
19950 288063
19960 288231
19970 288384
19980 288389
19990 288312
20000 288244
20010 288218
20020 288225
20030 288280
20040 288371
20050 288398
20060 288539
20070 288509
20080 288388
20090 288339
20100 288324
20110 288422
20120 288552
20130 288563
20140 288473
20150 288470
20160 288587
20170 288624
20180 288576
20190 288521
20200 288455
20210 288453
20220 288495
20230 288507
20240 288406
20250 288363
20260 288434
20270 288502
20280 288556
20290 288572
20300 288523
20310 288508
20320 288439
20330 288353
20340 288285
20350 288248
20360 288313
20370 288407
20380 288507
20390 288431
20400 288485
20410 288500
20420 288436
20430 288442
20440 288363
20450 288296
20460 288259
20470 288162
20480 288171
20490 288168
20500 288115
20510 288071
20520 288153
20530 288223
20540 288189
20550 288168
20560 288167
20570 288212
20580 288231
20590 288164
20600 288155
20610 288137
20620 288219
20630 288178
20640 288124
20650 288132
20660 288226
20670 288367
20680 288359
20690 288349
20700 288439
20710 288515
20720 288411
20730 288285
20740 288187
20750 288180
20760 288235
20770 288426
20780 288653
20790 288845
20800 288945
20810 288968
20820 288962
20830 288979
20840 288968
20850 288946
20860 288975
20870 289032
20880 289163
20890 289168
20900 289065
20910 289081
20920 289150
20930 289067
20940 289101
20950 289089
20960 289006
20970 288937
20980 288913
20990 288973
21000 289051
21010 289139
21020 289215
21030 289146
21040 289038
21050 289010
21060 289064
21070 289122
21080 289163
21090 289156
21100 289118
21110 289097
21120 289082
21130 289003
21140 289027
21150 289021
21160 289077
21170 289114
21180 289177
21190 289236
21200 289292
21210 289453
21220 289418
21230 289380
21240 289286
21250 289127
21260 289085
21270 289156
21280 289199
21290 289217
21300 289305
21310 289323
21320 289273
21330 289248
21340 289284
21350 289249
21360 289226
21370 289116
21380 288959
21390 288940
21400 288975
21410 288999
21420 289103
21430 289147
21440 289159
21450 289129
21460 289048
21470 289137
21480 289197
21490 289260
21500 289169
21510 289034
21520 289083
21530 289212
21540 289275
21550 289330
21560 289224
21570 289107
21580 289003
21590 288962
21600 288980
21610 288996
21620 288970
21630 288899
21640 288720
21650 288653
21660 288604
21670 288623
21680 288587
21690 288613
21700 288629
21710 288653
21720 288806
21730 288846
21740 288825
21750 288931
21760 288977
21770 289039
21780 289001
21790 289046
21800 289214
21810 289175
21820 289127
21830 289082
21840 289160
21850 289260
21860 289227
21870 289225
21880 289172
21890 289017
21900 288968
21910 288983
21920 289021
21930 289085
21940 289099
21950 288960
21960 288979
21970 289015
21980 288967
21990 289081
22000 289230
22010 289251
22020 289222
22030 289068
22040 289015
22050 288968
22060 288934
22070 288783
22080 288672
22090 288618
22100 288626
22110 288669
22120 288781
22130 288846
22140 288884
22150 288938
22160 288957
22170 288940
22180 288967
22190 288969
22200 288901
22210 288985
22220 289006
22230 288907
22240 288819
22250 288797
22260 288707
22270 288639
22280 288652
22290 288733
22300 288711
22310 288613
22320 288613
22330 288594
22340 288564
22350 288610
22360 288569
22370 288508
22380 288565
22390 288643
22400 288780
22410 288809
22420 288653
22430 288583
22440 288474
22450 288472
22460 288528
22470 288530
22480 288503
22490 288499
22500 288561
22510 288725
22520 288681
22530 288730
22540 288776
22550 288958
22560 289026
22570 289104
22580 289031
22590 289039
22600 289109
22610 289094
22620 289057
22630 289088
22640 289188
22650 289212
22660 289178
22670 289063
22680 288994
22690 288959
22700 288906
22710 288902
22720 288797
22730 288719
22740 288701
22750 288712
22760 288755
22770 288658
22780 288711
22790 288733
22800 288762
22810 288768
22820 288646
22830 288518
22840 288313
22850 288241
22860 288280
22870 288326
22880 288300
22890 288308
22900 288201
22910 288186
22920 288103
22930 288034
22940 288213
22950 288304
22960 288286
22970 288207
22980 288120
22990 288013
23000 288039
23010 287995
23020 287908
23030 287946
23040 287940
23050 287913
23060 287970
23070 287972
23080 287834
23090 287854
23100 287892
23110 287739
23120 287663
23130 287657
23140 287714
23150 287846
23160 287899
23170 287822
