-31.5 -1.0
-30.5 -1.0
-29.5 -1.0
-28.5 -1.1204326479
-27.5 -1.46891073887
-26.5 -1.41993946341
-25.5 -1.74368889734
-24.5 -2.394186263
-23.5 -10.4405743486
-22.5 -34.6195100652
-21.5 -73.908685715
-20.5 -149.862090075
-19.5 -271.24641871
-18.5 -397.060920318
-17.5 -440.418780025
-16.5 -313.847381655
-15.5 -73.8787357057
-14.5 220.677417794
-13.5 515.433678366
-12.5 795.836796779
-11.5 991.319919071
-10.5 1080.77935748
-9.5 1078.8115379
-8.5 1010.24793952
-7.5 962.952192897
-6.5 950.469669393
-5.5 903.806454581
-4.5 824.658172864
-3.5 745.212692648
-2.5 708.20392458
-1.5 635.858951397
-0.5 580.707957321
0.5 547.75925045
1.5 577.094297905
2.5 677.760469346
3.5 796.1554461
4.5 867.905057051
5.5 893.975773241
6.5 978.530722406
7.5 1061.39743859
8.5 1092.83260266
9.5 1086.68342596
10.5 1062.62727737
11.5 1006.54025216
12.5 848.780235477
13.5 525.38844656
14.5 163.625711988
15.5 -121.55184728
16.5 -265.110801533
17.5 -340.169365811
18.5 -313.096450715
19.5 -239.591268935
20.5 -142.512475096
21.5 -88.8615157097
22.5 -36.1346129255
23.5 -10.2675428871
24.5 -3.31953180377
25.5 -1.97969334902
26.5 -1.05521334755
27.5 -1.0
28.5 -1.0
29.5 -1.0
30.5 -1.0
31.5 -1.0
