-31.5 -41.7738646224
-30.5 -34.1555752493
-29.5 -25.4413118209
-28.5 -10.6981574874
-27.5 -28.0582210304
-26.5 -18.7692951063
-25.5 -9.99209111424
-24.5 6.55421633663
-23.5 63.2494051278
-22.5 122.23180663
-21.5 144.010375846
-20.5 143.347442878
-19.5 6.37356872512
-18.5 -196.041275607
-17.5 -355.342656918
-16.5 -501.92514914
-15.5 -468.837406198
-14.5 -319.251843791
-13.5 -129.386035403
-12.5 -10.3523591663
-11.5 60.6162386895
-10.5 136.352818201
-9.5 152.069062782
-8.5 113.400923794
-7.5 84.9223083261
-6.5 69.4781126639
-5.5 53.6797078652
-4.5 78.5695994184
-3.5 105.889643658
-2.5 125.777199523
-1.5 163.070775576
-0.5 163.572109769
0.5 147.808002383
1.5 134.619566971
2.5 109.418027341
3.5 120.794757362
4.5 85.5274733797
5.5 47.6462909723
6.5 52.8608277676
7.5 63.477571725
8.5 121.438427734
9.5 185.378087273
10.5 194.320825689
11.5 138.748692686
12.5 61.4768849396
13.5 -69.7300216215
14.5 -219.808773526
15.5 -356.453252072
16.5 -383.987299028
17.5 -255.664482376
18.5 -99.1805003913
19.5 23.505573473
20.5 106.562075688
21.5 162.21457376
22.5 115.116191332
23.5 40.7000797165
24.5 3.10729395358
25.5 -39.1184364824
26.5 -18.502467943
27.5 -29.4721264781
28.5 -35.557354304
29.5 -22.0052734448
30.5 -38.4269605495
31.5 -20.2997739239
