-31.500000 -1093.454011 -1120.969486 -1085.344936 12.503692 -5.333477 7.106160
-30.500000 -1369.107391 -1369.348607 -1374.972554 3.250077 6.630277 33.131065
-29.500000 -1350.716812 -1382.552203 -1393.539108 11.666196 11.945429 1.029583
-28.500000 -1379.073735 -1390.059836 -1400.061958 10.329619 14.236708 6.962491
-27.500000 -1390.346186 -1376.236987 -1432.428463 18.346335 -3.038938 -19.186223
-26.500000 -1426.454917 -1356.548343 -1434.402093 22.644766 -20.279983 13.003566
-25.500000 -1377.725635 -1369.683883 -1411.426448 0.606783 -14.552669 17.933932
-24.500000 -1363.476267 -1346.805504 -1414.112596 -4.682441 -17.092964 13.591344
-23.500000 -1289.919640 -1304.259548 -1274.521365 -4.125166 27.604955 -2.161677
-22.500000 -1164.648387 -1188.608679 -1096.483264 -18.433018 3.230939 7.491173
-21.500000 -1017.159732 -1001.012438 -959.101945 10.074510 -8.343467 24.535412
-20.500000 -854.572079 -820.335778 -825.819255 -9.404490 -38.134693 -24.477674
-19.500000 -768.404987 -678.098291 -844.307997 46.846839 -5.605780 -19.169981
-18.500000 -797.419501 -611.435562 -937.591668 7.419219 -33.218932 -3.084819
-17.500000 -740.029930 -596.433474 -1001.479309 30.409401 -21.871666 21.681479
-16.500000 -736.878338 -713.032490 -1120.408852 39.821332 -20.863250 52.730834
-15.500000 -823.193844 -956.803668 -1242.163726 50.840001 -29.224761 56.588897
-14.500000 -1053.480950 -1202.648694 -1366.566010 10.377370 2.259273 90.426019
-13.500000 -1239.941884 -1301.812327 -1444.311920 -43.809610 68.443934 119.983093
-12.500000 -1367.062147 -1368.062933 -1591.633719 -90.248341 91.818959 128.842009
-11.500000 -1438.669226 -1414.616670 -1769.438588 -109.946839 91.331456 137.772197
-10.500000 -1529.922977 -1461.747062 -2001.532428 -99.757051 79.990828 114.669998
-9.500000 -1507.503395 -1434.643804 -2161.027059 -126.787410 75.199474 110.668345
-8.500000 -1368.605757 -1319.019052 -2168.486242 -88.706431 65.478547 90.422562
-7.500000 -1299.490374 -1283.717540 -2178.586956 -67.293783 48.893426 66.561978
-6.500000 -1281.924646 -1339.644041 -2182.738620 -38.823219 52.336318 54.664919
-5.500000 -1233.462139 -1398.237693 -2118.367703 -5.951474 46.328827 52.031352
-4.500000 -1090.764092 -1364.732247 -1955.036074 15.793871 41.340977 49.609051
-3.500000 -977.791623 -1225.349989 -1853.586147 32.950201 28.079805 46.704756
-2.500000 -962.730087 -1154.253711 -1826.970418 29.031041 36.011978 57.155973
-1.500000 -905.463607 -1013.189741 -1696.328043 14.480482 36.510381 49.600163
-0.500000 -852.748033 -929.670590 -1596.522926 -12.029008 43.037933 27.183107
0.500000 -823.544141 -886.291808 -1588.504006 -24.169810 33.438404 30.729176
1.500000 -849.496820 -902.550860 -1615.110059 -26.752409 54.831028 17.570497
2.500000 -1029.209880 -1041.862048 -1767.452853 -11.216823 72.906944 5.286049
3.500000 -1199.231465 -1201.644296 -1926.726004 -25.668068 83.894382 -16.382999
4.500000 -1264.318799 -1265.775217 -1986.541597 -47.140049 125.145789 -17.175486
5.500000 -1294.022297 -1280.530787 -2039.204162 -78.651869 121.846258 -30.781110
6.500000 -1352.683574 -1408.609876 -2162.311553 -95.118663 125.989704 -32.050644
7.500000 -1455.714126 -1469.134978 -2173.632224 -91.772378 135.586975 -49.363658
8.500000 -1464.571543 -1450.347652 -2107.362656 -94.745912 131.544596 -66.294913
9.500000 -1441.615956 -1508.147805 -2077.896178 -71.813005 133.336288 -50.116075
10.500000 -1407.972178 -1571.539201 -1909.353315 -30.781502 137.623567 -44.931707
11.500000 -1355.539964 -1579.829577 -1698.965063 -5.407207 101.583130 -35.992796
12.500000 -1241.458198 -1461.876746 -1588.834305 29.195733 78.971757 -16.284334
13.500000 -1033.795597 -1187.664197 -1391.965706 74.685997 55.595461 42.385324
14.500000 -896.419780 -980.296711 -1317.598201 52.985555 56.455959 39.605572
15.500000 -783.114070 -890.107834 -1243.224766 65.357484 50.961818 8.047984
16.500000 -716.910900 -798.967402 -1179.612669 -5.710303 55.954224 36.725976
17.500000 -597.965962 -786.271305 -995.971688 -8.984521 45.977147 -12.940528
18.500000 -593.453743 -748.150118 -845.977240 -21.081328 4.301034 2.967386
19.500000 -768.628441 -769.579334 -810.004461 27.531755 36.982896 7.571226
20.500000 -859.743123 -833.953156 -803.036768 50.248616 26.761855 18.756302
21.500000 -1022.579340 -1021.162818 -968.047725 59.512802 33.053783 14.239882
22.500000 -1178.877800 -1161.655968 -1134.958354 23.528715 24.197806 4.874602
23.500000 -1256.897746 -1262.246511 -1318.945377 -11.561491 18.318165 2.528031
24.500000 -1343.690694 -1316.686781 -1388.533198 -12.281761 -1.200995 1.693239
25.500000 -1432.604873 -1375.467550 -1431.045013 -32.609992 -10.109350 -3.663745
26.500000 -1424.223395 -1448.239153 -1417.932205 -5.316205 3.045925 13.065292
27.500000 -1396.358457 -1406.662140 -1409.837323 26.847574 -10.142616 -11.556545
28.500000 -1390.059960 -1412.308918 -1434.961129 -6.589804 1.958895 -12.312045
29.500000 -1370.570334 -1396.093567 -1406.910017 -14.799252 21.063616 -0.972234
30.500000 -1378.802847 -1374.547660 -1348.686420 -13.716625 -4.116770 10.802366
31.500000 -1114.049177 -1109.656494 -1083.157849 22.478100 13.066699 -13.136522
