-31.550000 16.023114 183.206442 -33.656774
-31.450000 36.108077 -135.391846 -37.438632
-31.350000 21.937572 -167.202630 -55.040577
-31.250000 1.944335 -84.345078 -122.883038
-31.150000 39.088911 -214.818547 -81.021092
-31.050000 15.094978 -173.134837 -44.747970
-30.950000 11.015875 38.998048 -48.936594
-30.850000 -27.348946 95.818880 19.349625
-30.750000 -45.514293 -106.390758 -42.647102
-30.650000 -5.867195 74.609178 40.917262
-30.550000 50.107728 -60.287781 -108.184318
-30.450000 192.082012 34.837917 -7.920696
-30.350000 75.541473 52.999853 -14.947902
-30.250000 38.613247 -21.734193 -155.467078
-30.150000 -20.388150 104.951642 -246.145717
-30.050000 -8.682143 77.760269 -137.054655
-29.950000 93.971810 134.372635 -71.642488
-29.850000 122.079236 60.628041 -29.500666
-29.750000 118.084690 244.818554 -131.601359
-29.650000 179.292929 253.641871 -66.600898
-29.550000 -14.699813 180.846369 13.743839
-29.450000 152.083888 118.412425 -55.922032
-29.350000 105.931177 5.474535 -49.513260
-29.250000 21.847692 95.274593 -69.252886
-29.150000 155.519144 33.495638 -51.799829
-29.050000 131.722029 -26.088522 26.230575
-28.950000 119.737277 63.605052 -107.590318
-28.850000 172.929407 122.114438 19.847690
-28.750000 106.677979 134.642461 -65.614587
-28.650000 138.474822 -3.408430 -52.743720
-28.550000 -29.809814 -28.536507 -119.499487
-28.450000 130.556485 69.188317 -83.361904
-28.350000 149.118770 -35.496377 -15.880484
-28.250000 84.285765 -83.533507 -15.035196
-28.150000 0.618491 83.444886 -173.118252
-28.050000 90.615982 61.715894 -166.609089
-27.950000 39.993300 39.011861 -81.647498
-27.850000 -0.260919 11.492061 -178.365429
-27.750000 84.997858 38.798692 -98.782286
-27.650000 11.420027 103.410209 -81.141074
-27.550000 15.209179 110.331055 -141.471567
-27.450000 104.167435 252.360121 -170.955236
-27.350000 65.556203 142.677127 -201.431258
-27.250000 169.214887 102.804059 -170.720347
-27.150000 128.432683 87.002647 -314.083646
-27.050000 86.948180 185.446773 -260.824556
-26.950000 148.789634 211.966819 -129.322408
-26.850000 188.577350 185.826555 -282.581478
-26.750000 269.777948 121.795848 -307.110669
-26.650000 75.194511 214.844164 -11.512190
-26.550000 135.183239 140.502168 -76.185889
-26.450000 -84.805106 -11.018790 -292.965853
-26.350000 143.285019 78.771402 -19.784375
-26.250000 130.546137 20.895327 -259.919011
-26.150000 73.332472 230.040057 -92.545686
-26.050000 189.958532 145.901744 -74.309591
-25.950000 191.921036 133.943480 -172.286094
-25.850000 91.767738 47.806215 -189.210211
-25.750000 310.790853 52.692787 -135.266213
-25.650000 215.453996 87.640649 -151.334571
-25.550000 215.224010 10.737675 43.776884
-25.450000 440.085859 173.052595 150.559310
-25.350000 247.685843 135.720767 -14.894371
-25.250000 227.213047 185.014176 81.622536
-25.150000 177.805347 258.055151 54.106501
-25.050000 269.950230 196.492702 81.291223
-24.950000 289.191606 334.208501 12.465665
-24.850000 215.294479 304.282468 44.272144
-24.750000 311.463000 290.027129 286.766589
-24.650000 274.040324 191.342640 166.184364
-24.550000 167.627081 432.945421 231.753716
-24.450000 145.110868 421.646249 212.194384
-24.350000 365.208128 492.328719 421.434167
-24.250000 444.244803 419.243172 276.835304
-24.150000 217.919634 528.723862 350.587253
-24.050000 295.053372 519.860561 371.371998
-23.950000 292.394298 441.489241 205.936055
-23.850000 263.409630 425.497355 404.627567
-23.750000 462.989560 468.849987 450.838118
-23.650000 432.168169 565.870187 316.632020
-23.550000 409.145234 700.240745 467.157375
-23.450000 396.830953 606.610214 480.757006
-23.350000 417.451104 603.713876 474.696100
-23.250000 584.333464 626.660993 527.163457
-23.150000 647.419712 720.192760 692.504180
-23.050000 529.234650 657.721460 494.643877
-22.950000 611.171765 597.174621 598.077470
-22.850000 501.149936 622.569988 670.390514
-22.750000 633.218663 666.673405 737.980519
-22.650000 564.296192 469.226457 554.532581
-22.550000 488.752944 622.735830 691.775920
-22.450000 545.689779 561.168838 582.685888
-22.350000 464.288630 495.041943 573.962760
-22.250000 419.428095 534.015449 626.041098
-22.150000 180.014237 414.677720 523.945893
-22.050000 255.701501 430.280788 501.904461
-21.950000 155.404930 356.145856 397.505551
-21.850000 123.848107 324.971940 270.823295
-21.750000 80.879793 317.836179 357.339967
-21.650000 -21.331490 146.163093 177.407390
-21.550000 -80.042186 90.946726 52.811759
-21.450000 -177.957252 -7.313724 10.655073
-21.350000 -257.380033 -65.745391 -197.192349
-21.250000 -332.138960 -192.984878 -229.884632
-21.150000 -430.290493 -185.465443 -291.898283
-21.050000 -373.112496 -194.256351 -278.137984
-20.950000 -382.000129 -170.647055 -318.196914
-20.850000 -435.754701 -168.573586 -453.215114
-20.750000 -338.003153 -210.137028 -439.512566
-20.650000 -461.457337 -297.278350 -477.550555
-20.550000 -441.964645 -325.333318 -426.425739
-20.450000 -384.289654 -224.133568 -464.775467
-20.350000 -592.671370 -398.953771 -506.667722
-20.250000 -510.787488 -325.305290 -612.368222
-20.150000 -587.746251 -315.334120 -705.231454
-20.050000 -794.124549 -364.464854 -583.092967
-19.950000 -701.354761 -256.718358 -583.415051
-19.850000 -960.257022 -356.081322 -612.441255
-19.750000 -752.161985 -282.917363 -507.769384
-19.650000 -753.208106 -322.967740 -439.350180
-19.550000 -825.406026 -357.377921 -418.473450
-19.450000 -790.579025 -310.373349 -637.381936
-19.350000 -823.145122 -378.907058 -692.250144
-19.250000 -719.808465 -405.674667 -603.119137
-19.150000 -760.163946 -367.293250 -562.165409
-19.050000 -516.037805 -295.512209 -541.659383
-18.950000 -482.728514 -405.234065 -522.491256
-18.850000 -474.632417 -341.876805 -525.332502
-18.750000 -438.404354 -399.709200 -544.840976
-18.650000 -390.939419 -438.770795 -464.341474
-18.550000 -503.954639 -530.148363 -398.158500
-18.450000 -436.312479 -390.695751 -272.814113
-18.350000 -282.227199 -503.200623 -203.255343
-18.250000 -123.047394 -311.118088 -135.021923
-18.150000 -121.313851 -293.707917 -243.530602
-18.050000 -131.278652 -373.089664 -75.853261
-17.950000 -291.013133 -435.744114 -40.112705
-17.850000 -223.367306 -555.418280 -119.556468
-17.750000 -203.866858 -426.084908 -31.819766
-17.650000 -36.237228 -333.095530 140.833926
-17.550000 -17.345328 -278.365030 140.027984
-17.450000 -27.779909 -151.565718 298.731635
-17.350000 45.879405 -112.640449 305.097015
-17.250000 -241.640319 -139.696752 310.892904
-17.150000 -137.207047 -34.348962 291.847303
-17.050000 -158.572173 80.467733 296.736280
-16.950000 -64.727914 31.075052 411.782073
-16.850000 -52.878284 43.933184 281.394896
-16.750000 26.733992 -16.784405 312.472360
-16.650000 36.544057 51.287149 369.335575
-16.550000 281.436300 213.828080 306.108696
-16.450000 154.974812 121.757652 376.328235
-16.350000 170.771643 84.090189 312.069214
-16.250000 190.780468 -45.702702 293.636801
-16.150000 27.380468 -27.506394 274.590046
-16.050000 9.087819 -164.130036 264.581842
-15.950000 114.305874 -95.463646 158.242203
-15.850000 46.134204 -42.069083 74.036116
-15.750000 89.234789 -109.255846 87.080230
-15.650000 -34.895481 -220.360703 150.074066
