-33.5 0.0
-32.5 0.0
-31.5 0.0
-30.5 0.0
-29.5 0.0
-28.5 0.0
-27.5 5.412264e-07
-26.5 8.238698e-06
-25.5 5.737004e-05
-24.5 0.000311987
-23.5 0.000940953
-22.5 0.0022581208
-21.5 0.00502086
-20.5 0.011020646
-19.5 0.01970904
-18.5 0.03017638
-17.5 0.03573102
-16.5 0.03289546
-15.5 0.02495649
-14.5 0.016207724
-13.5 0.008491912
-12.5 0.003372564
-11.5 0.0009930934
-10.5 0.00022412832
-9.5 4.774822e-05
-8.5 1.1907012e-05
-7.5 0.0
-6.5 0.0
-5.5 0.0
-4.5 0.0
-3.5 0.0
-2.5 0.0
-1.5 0.0
-0.5 0.0
0.5 0.0
1.5 0.0
2.5 0.0
3.5 0.0
4.5 0.0
5.5 0.0
6.5 0.0
7.5 5.412264e-07
8.5 2.796352e-05
9.5 0.00020416318
10.5 0.000720915
11.5 0.0020133074
12.5 0.004931316
13.5 0.00995696
14.5 0.017468828
15.5 0.02523196
16.5 0.02840578
17.5 0.02762916
18.5 0.025067666
19.5 0.020665502
20.5 0.014418846
21.5 0.008412248
22.5 0.004255186
23.5 0.001962311
24.5 0.0007536282
25.5 0.00025365522
26.5 5.27397e-05
27.5 3.78859e-06
28.5 6.013644e-08
29.5 0.0
30.5 0.0
31.5 0.0
32.5 0.0
33.5 0.0
