-33.5 0.0293677
-32.5 0.272236
-31.5 0.334776
-30.5 0.334828
-29.5 0.3349602938
-28.5 0.334412760788
-27.5 0.334797690217
-26.5 0.334633282952
-25.5 0.334156801111
-24.5 0.332762233956
-23.5 0.329094105082
-22.5 0.326534596098
-21.5 0.3260464114
-20.5 0.33301461022
-19.5 0.34508810878
-18.5 0.3605936464
-17.5 0.3704670686
-16.5 0.3732188856
-15.5 0.3738843
-14.5 0.376273628
-13.5 0.375589328
-12.5 0.365023626
-11.5 0.350903368
-10.5 0.3355240586
-9.5 0.3262517845
-8.5 0.32033670358
-7.5 0.3125755925
-6.5 0.305525816468
-5.5 0.298777416093
-4.5 0.293460622373
-3.5 0.28857944029
-2.5 0.282531780236
-1.5 0.275792121795
-0.5 0.2729211148
0.5 0.2731576292
1.5 0.276083981168
2.5 0.28150993121
3.5 0.2890275929
4.5 0.2952130163
5.5 0.298334263467
6.5 0.302385821384
7.5 0.31011009202
8.5 0.3196436231
9.5 0.3269162597
10.5 0.3357610703
11.5 0.3504373158
12.5 0.367299148
13.5 0.373859708
14.5 0.373747964
15.5 0.377520716
16.5 0.3793286142
17.5 0.373487894
18.5 0.3597699022
19.5 0.3410120468
20.5 0.3280307592
21.5 0.32384127746
22.5 0.326958295379
23.5 0.330936805503
24.5 0.333319507105
25.5 0.334073686764
26.5 0.334635228522
27.5 0.334475290823
28.5 0.33502383408
29.5 0.334880070338
30.5 0.334659507968
31.5 0.334673626023
32.5 0.272774
33.5 0.0294076
