-33.5 0.0
-32.5 0.0
-31.5 0.0
-30.5 0.0
-29.5 0.0
-28.5 0.0
-27.5 0.0
-26.5 0.0
-25.5 0.0
-24.5 0.0
-23.5 0.0003932188
-22.5 0.003526848
-21.5 0.009830444
-20.5 0.017858126
-19.5 0.02764632
-18.5 0.03096132
-17.5 0.04016272
-16.5 0.02915848
-15.5 0.014984606
-14.5 0.010967736
-13.5 0.006666556
-12.5 0.001379287
-11.5 4.839588e-05
-10.5 0.0
-9.5 0.0
-8.5 0.0
-7.5 0.0
-6.5 0.0
-5.5 0.0
-4.5 0.0
-3.5 0.0
-2.5 0.0
-1.5 0.0
-0.5 0.0
0.5 0.0
1.5 0.0
2.5 0.0
3.5 0.0
4.5 0.0
5.5 0.0
6.5 0.0
7.5 0.0
8.5 0.0
9.5 0.0
10.5 2.4197992e-05
11.5 0.0006230978
12.5 0.0024016512
13.5 0.007797816
14.5 0.014530906
15.5 0.0181727
16.5 0.02738008
17.5 0.0367991
18.5 0.03384082
19.5 0.019854458
20.5 0.012613198
21.5 0.009419072
22.5 0.003829332
23.5 0.0009013758
24.5 0.0012885444
25.5 0.002377453
26.5 0.0015849704
27.5 0.0001451879
28.5 0.0
29.5 0.0
30.5 0.0
31.5 0.0
32.5 0.0
33.5 0.0
