-32.5 -72.185087147
-31.5 -31.2913098124
-30.5 80.1885992314
-29.5 52.1415116503
-28.5 123.279133974
-27.5 6.05159561861
-26.5 -56.5264356772
-25.5 -68.2743583508
-24.5 106.203433483
-23.5 107.064925695
-22.5 6.69641682806
-21.5 71.1637010045
-20.5 -84.7619479094
-19.5 -85.3021463353
-18.5 -209.469950678
-17.5 -365.791408151
-16.5 -222.273095867
-15.5 -96.2809183088
-14.5 -3.20490087357
-13.5 103.275682982
-12.5 117.339977487
-11.5 47.1343334342
-10.5 47.2696956638
-9.5 23.7951668789
-8.5 94.7891389449
-7.5 126.410386269
-6.5 152.972138214
-5.5 140.314741034
-4.5 123.522231558
-3.5 77.8582867791
-2.5 94.4766878648
-1.5 112.025618447
-0.5 160.992025835
0.5 172.595203043
1.5 224.396310004
2.5 148.895228306
3.5 23.7294200763
4.5 21.7593326178
5.5 17.3328647198
6.5 93.0471733392
7.5 106.385472818
8.5 104.304252913
9.5 133.106645107
10.5 108.365067786
11.5 184.219781136
12.5 206.674277703
13.5 -13.9622399404
14.5 -315.161095506
15.5 -621.54381944
16.5 -776.017109659
17.5 -672.289726823
18.5 -380.194480847
19.5 -169.067140753
20.5 80.3075044356
21.5 182.393173806
22.5 178.07119675
23.5 148.67969584
24.5 107.644988636
25.5 136.364957229
26.5 47.3374694657
27.5 7.27432335094
28.5 -15.3596970592
29.5 -8.96738448342
30.5 58.6404952078
31.5 10.0560818492
32.5 -100.188019611
